iter,ratio
1,0.0
2,0.5375
3,0.7549206349206348
4,0.7770833333333333
5,0.9040354090354091
6,0.9402083333333333
7,0.9184400394926711
8,0.9348251748251748
9,0.8610032712030794
10,0.8178839869281045
11,0.775227130871414
12,0.7735872113997113
13,0.7522768342464361
14,0.722062409193273
15,0.6954866923301968
16,0.6852520069330414
17,0.6830224130381168
18,0.6759342164661187
19,0.6636746949257335
20,0.649142886017886
21,0.6532382015371627
22,0.6289710696181886
23,0.6218498998762909
24,0.6102584822315926
25,0.6074806551783464
26,0.5995238836894847
27,0.5879128787148871
28,0.5973300870189693
29,0.6061279753351448
30,0.5992918862878505
31,0.595760535430514
32,0.5909145025472887
33,0.5914875591258191
34,0.5814608159085465
35,0.580738512304843
36,0.5699724160383554
37,0.5677729454366977
38,0.5683251862264547
39,0.5634027417826604
40,0.5556225355176762
41,0.5535018812076028
42,0.5423101679235096
43,0.5545792657873683
44,0.5452425975700353
45,0.5378830615317368
46,0.5308957473767966
47,0.5256548780676685
48,0.5197973134161289
49,0.5154470569041628
50,0.5100829065354973
51,0.5016225546623121
52,0.49733377431763676
53,0.48946451290868553
54,0.4808188310515019
55,0.4785298012715031
56,0.4795019997390469
57,0.4750074312471028
58,0.4678865668613509
59,0.46262575919185567
60,0.4576578721822945
61,0.45432545166335697
62,0.45143975123479646
63,0.44688443030762126
64,0.44397526212008176
65,0.44140605223992707
66,0.4387680299707572
67,0.43607403690176677
68,0.43313367778933376
69,0.4306309000396493
70,0.4278128858778653
71,0.4255549679408251
72,0.42255339833965244
73,0.4204671773271003
74,0.4182534873571381
75,0.41597283170682664
76,0.4145945758262151
77,0.4128993015408301
78,0.41159470511214413
79,0.40998459853885905
80,0.4081574171399467
81,0.4062342006694519
82,0.40478771636940725
83,0.4027616189312105
84,0.4016729274007357
85,0.40061431187042207
86,0.39958448106504335
87,0.3985822203445114
88,0.39775429826658926
89,0.3965650980405361
90,0.3951883222677301
91,0.39293538137656725
92,0.39051400763756405
delivered,0.4625
