iter,ratio
1,0.0
2,0.6666666666666667
3,0.8478571428571428
4,0.9217857142857143
5,0.8855122655122656
6,0.8373015873015873
7,0.8470195654019184
8,0.8320694583194583
9,0.8298545572074983
10,0.7642782217782218
11,0.7204731235919821
12,0.7089977055108634
13,0.7164445797536694
14,0.7152391862542118
15,0.6950465224136072
16,0.6791574785975529
17,0.6838051261797892
18,0.6813792771060994
19,0.6657830369928683
20,0.6507192785639753
21,0.6364064211621875
22,0.6344198807423365
23,0.6290848676958836
24,0.6139166951291832
25,0.6166012775691213
26,0.6165125774568272
27,0.6123961661440201
28,0.5984027236101528
29,0.581595890816059
30,0.5717135571850859
31,0.5788348172453992
32,0.5762667300250846
33,0.5743208380967008
34,0.5646634790740286
35,0.5560495296334419
36,0.5484135928022792
37,0.5443530069540593
38,0.5394192302640496
39,0.5342179561505616
40,0.5219573218264564
41,0.5106615041153166
42,0.5050418300381878
43,0.5016804151875888
44,0.4952814091094256
45,0.4962350784863805
46,0.4920408017453786
47,0.48393995091503755
48,0.47692202074454465
49,0.4730770450580796
50,0.46434806070018225
51,0.4635275137819825
52,0.46664165639026506
53,0.4607757612997615
54,0.45586867667690595
55,0.452634296629968
56,0.451678013708273
57,0.45104421619571394
58,0.4467285733748986
59,0.447176415190918
60,0.4455337506039415
61,0.4454313656336186
62,0.44425624615889037
63,0.44371355435790505
64,0.4407885816338622
65,0.43742909371110344
66,0.434645523762305
67,0.4311073137907552
68,0.427790328406231
69,0.42596514651295514
70,0.422584525994428
71,0.4207006345852048
72,0.4188828561611486
73,0.41734147211245975
74,0.41672163523855793
75,0.41611821172898467
76,0.4153727476359146
77,0.4143455725523005
78,0.4139027833000772
79,0.4134783288710496
80,0.41305407283001616
81,0.4125336257514345
82,0.4121027965779732
83,0.4116914684905435
84,0.41127653624460303
85,0.41105944940986916
86,0.41065973654552057
87,0.41045257268559016
88,0.4101659597209135
89,0.4098692828427316
90,0.4095933175025608
91,0.4094040623133056
92,0.4091767640361351
93,0.40896739120544395
94,0.40884156187577114
95,0.4086252138827543
96,0.40850459984766657
97,0.40829592944034304
98,0.40809218488168025
99,0.40797880619687305
100,0.4078676950857619
101,0.4078676950857619
102,0.4078676950857619
103,0.4078676950857619
104,0.4078676950857619
105,0.4078676950857619
106,0.4078676950857619
107,0.4078676950857619
108,0.4078676950857619
109,0.4078676950857619
110,0.4078676950857619
111,0.4078676950857619
112,0.4078676950857619
113,0.4078676950857619
delivered,0.37
