iter,ratio
1,0.0
2,0.4958333333333334
3,0.5461904761904762
4,0.4841666666666667
5,0.4494988344988344
6,0.42470238095238094
7,0.36732980641649376
8,0.3568587662337662
9,0.33319218122031413
10,0.29913690476190474
11,0.28387845259514266
12,0.29034452985739756
13,0.27106194076021656
14,0.2688576555023923
15,0.2664974013845759
16,0.2700165423027265
17,0.26982840973406497
18,0.2566989583157304
19,0.25571620590078176
20,0.2543029096507357
21,0.24866289716211978
22,0.23738294441912866
23,0.22797931854842166
24,0.2239303654827848
25,0.2210574011775947
26,0.21357141914475258
27,0.2055364915663112
28,0.20656062148743065
29,0.2069987506545825
30,0.20336785047560388
31,0.20168092403529955
32,0.19918027277970574
33,0.19776029418670957
34,0.20145323646146301
35,0.19655137227481104
36,0.1941143323736035
37,0.1931634996135581
38,0.19396245492103004
39,0.18966281151272216
40,0.1954890618770782
41,0.19588823275477324
42,0.19459918195608056
43,0.19416840210140413
44,0.19166701904439504
45,0.1931973174338761
46,0.1911581058029051
47,0.18890431204146413
48,0.18675611339117956
49,0.18691402542539481
50,0.18532226779210897
51,0.18334604367034485
52,0.18150647907749298
53,0.17979625467871435
54,0.17802489811215483
55,0.17631310812338083
56,0.1747654965913253
57,0.17338272367784144
58,0.1715209508219469
59,0.17017267614745377
60,0.16871515970444598
61,0.1675866601522179
62,0.1663339745664888
63,0.1653081325253736
64,0.16661046720781986
65,0.16533004869742338
66,0.1643072906224789
67,0.16355659840912204
68,0.16264430139858213
69,0.16177983023969703
70,0.1607461076129335
71,0.15985206291410553
72,0.1589139247852849
73,0.1580481757127858
74,0.15713744738436972
75,0.15633911969217412
76,0.15548068830737102
77,0.154636372953162
78,0.1538489239070039
79,0.15300065017268644
80,0.15196250390895705
81,0.1511930098708793
82,0.1503385919247921
83,0.14981871311624143
84,0.14892438431741697
85,0.14822950600583323
86,0.14751721788005176
87,0.14667060301013074
88,0.14618836775432156
89,0.14542959668386446
90,0.14482718520165633
91,0.1441826757840395
92,0.14349098166933677
93,0.1430204245899356
94,0.14249735003349392
95,0.1420199243167094
96,0.1416230311001594
97,0.14102662965856383
98,0.1405464710117752
99,0.14022636921004766
100,0.13978263188678713
101,0.13958614592874574
102,0.13953806900566884
103,0.13953806900566884
104,0.13953806900566884
105,0.13953806900566884
106,0.13953806900566884
107,0.13953806900566884
108,0.13953806900566884
109,0.13953806900566884
110,0.13953806900566884
111,0.13953806900566884
112,0.13953806900566884
113,0.13953806900566884
114,0.13953806900566884
115,0.13953806900566884
116,0.13953806900566884
117,0.13953806900566884
118,0.13953806900566884
119,0.13953806900566884
120,0.13953806900566884
121,0.13953806900566884
122,0.13953806900566884
123,0.13953806900566884
delivered,0.14375
