iter,ratio
1,0.0
2,0.5833333333333333
3,0.6194444444444445
4,0.5404166666666667
5,0.47758741258741233
6,0.4367559523809524
7,0.3928785198289843
8,0.37342171717171724
9,0.3579230322182266
10,0.32913419913419906
11,0.30252124695228144
12,0.28810786435786434
13,0.2768057993099706
14,0.2808101365546218
15,0.26920541196703984
16,0.2664275498528931
17,0.26699711185469
18,0.264443292658606
19,0.2593878839176508
20,0.24964271077531053
21,0.2505234451184064
22,0.24924970870323154
23,0.2402822829665557
24,0.23512438652499243
25,0.2294112589571601
26,0.22133728385433327
27,0.21859309431405477
28,0.21216795512671469
29,0.2118836500509957
30,0.2145182043613453
31,0.2079265153930899
32,0.20482597225481952
33,0.20236272732624014
34,0.206053009519826
35,0.2008072476321323
36,0.19590325328983174
37,0.19114421690777583
38,0.1876072736142497
39,0.1837909372316736
40,0.18417557362069886
41,0.1827111256359373
42,0.18337906777382348
43,0.18014192804516987
44,0.17763153778863164
45,0.17538991012865718
46,0.17313245569293736
47,0.1708109496659825
48,0.16851826415913845
49,0.16674417952528484
50,0.16465454130760498
51,0.16287122902289677
52,0.1608864385368208
53,0.159477930770246
54,0.15796883472398154
55,0.15627760794651596
56,0.15473550245935458
57,0.15349599038802975
58,0.15217132158956564
59,0.15085355629512037
60,0.14944474134826072
61,0.14834434700383783
62,0.14687528866251603
63,0.14799544825754798
64,0.14676128984680972
65,0.14750641399981027
66,0.14639498412580987
67,0.14542645701565668
68,0.14456913186870776
69,0.14349226056067893
70,0.142658916892401
71,0.14166641456258147
72,0.14064712521804829
73,0.13984935602544118
74,0.13885853625531652
75,0.13802237770584364
76,0.13719150518791182
77,0.1364543304621301
78,0.13573372376963638
79,0.13500264078221516
delivered,0.13125
