iter,ratio
1,0.0
2,0.7291666666666667
3,0.9395238095238095
4,1.0683333333333334
5,0.9751602564102566
6,0.8868551587301587
7,0.8001567142008318
8,0.7472026584526585
9,0.6991980603937125
10,0.7264501470751471
11,0.7006366669392985
12,0.6749886510548275
13,0.6531996616244509
14,0.6519285289873524
15,0.6201234199655252
16,0.6054311662335958
17,0.6039698201714997
18,0.5770038946635393
19,0.5845729977376046
20,0.5973486947190423
21,0.6034506043315366
22,0.5911390352115465
23,0.589471859873138
24,0.5807799489791088
25,0.5837354804899065
26,0.5641451357124732
27,0.5650068878888724
28,0.554371961585697
29,0.546013865247285
30,0.5382167533870909
31,0.5360822239904925
32,0.5260833039504174
33,0.5271314550343653
34,0.5341666637838035
35,0.5269432868065163
36,0.524597331709879
37,0.5267160779878692
38,0.5259810466162518
39,0.524874471389414
40,0.5202832479772257
41,0.517067209239958
42,0.5050701436292729
43,0.4982201240272529
44,0.49330617463210114
45,0.48813493462176866
46,0.49093055706374394
47,0.48324745920044687
48,0.47473094579006314
49,0.47033147618147864
50,0.46707063520692654
51,0.46230736849953236
52,0.462883593268108
53,0.46228129129371204
54,0.4570791807020213
55,0.456385705412037
56,0.45333056899484303
57,0.446442540049844
58,0.45156969227551497
59,0.4484717426419006
60,0.4446452810277129
61,0.44076266141348003
62,0.4392606413926896
63,0.4358954739442593
64,0.43304194833245513
65,0.4317043516161864
66,0.4335685708358388
67,0.43112679725037195
68,0.4269804824146021
69,0.4279607204091815
70,0.4257510129635273
71,0.42425878368456676
72,0.42259595652007087
73,0.42133282919427273
74,0.4199826222327768
75,0.4189779476269419
76,0.41799189794274383
77,0.41708197728234897
78,0.41658159225071395
79,0.415909280995458
80,0.4153335091934204
81,0.41457963318861013
82,0.41402521817242705
83,0.41348441184740486
84,0.41339835332761143
85,0.4133143197141661
86,0.4131554185973153
87,0.41307522613540676
88,0.4129222611740372
89,0.4129222611740372
90,0.4129222611740372
91,0.4129222611740372
92,0.4129222611740372
93,0.4129222611740372
94,0.4129222611740372
95,0.4129222611740372
96,0.4129222611740372
97,0.4129222611740372
98,0.4129222611740372
99,0.4129222611740372
100,0.4129222611740372
101,0.4129222611740372
102,0.4129222611740372
103,0.4129222611740372
104,0.4129222611740372
105,0.4129222611740372
106,0.4129222611740372
107,0.4129222611740372
108,0.4129222611740372
delivered,0.3575
