iter,ratio
1,0.0
2,0.5833333333333333
3,0.895873015873016
4,1.1110119047619047
5,1.1304761904761904
6,1.0341856060606063
7,0.9128775464301778
8,0.8062743506493506
9,0.742136970730321
10,0.685130404725993
11,0.6662136401610084
12,0.6438344440647071
13,0.6147343766886937
14,0.6151262924718301
15,0.5976765045536628
16,0.6161131540872921
17,0.6115495103041716
18,0.6052244236241914
19,0.5903502260374816
20,0.5908246379377919
21,0.5976676125642292
22,0.6151138159301297
23,0.6199317841140494
24,0.6216182456601351
25,0.6062018412936016
26,0.596126981592072
27,0.5861242001488112
28,0.587351500466775
29,0.5885374903887797
30,0.5888765622481926
31,0.5732593952279494
32,0.5598987006087826
33,0.5543464765358623
34,0.5531078764544126
35,0.5425813680191534
36,0.5393263396637447
37,0.5378185123989564
38,0.5293379144551832
39,0.5192150812157011
40,0.5155350133391445
41,0.5050651597884248
42,0.4953988967658648
43,0.4924559175619586
44,0.49024625152202195
45,0.4776860889555471
46,0.4694931499193517
47,0.4674666919832432
48,0.46465516656827716
49,0.4590414644403059
50,0.4558653350139766
51,0.4498433127030282
52,0.4463119570097199
53,0.4443137402754694
54,0.4413188420252019
55,0.43722549840664826
56,0.43328090855502965
57,0.4283255631180139
58,0.42628533272277025
59,0.4231266057499193
60,0.4208770343466373
61,0.4175832060971102
62,0.41451132326587165
63,0.41068018312843135
64,0.40599531449736304
65,0.4041838481482789
66,0.40303659262602337
67,0.4011046600216634
68,0.39995396703532216
69,0.3988432604030787
70,0.3977053693340108
71,0.3969611364236373
72,0.39390214914812105
73,0.3935977351450769
74,0.3923952292570548
75,0.39160768145634905
76,0.3912211115833908
77,0.39094770078366425
78,0.3885812227366054
79,0.3882192874119567
80,0.3868482103276713
81,0.38650242669092727
82,0.3861659069778249
83,0.3859308202896086
84,0.3853506587819264
85,0.38503402551836186
86,0.3847255415346208
87,0.3845116949695312
88,0.38226772454494634
89,0.3816514309851722
90,0.3813700955914773
91,0.3810955856901017
92,0.3805103582441612
93,0.3802487599161904
94,0.3781806756624059
95,0.37721125898176183
96,0.37673820133765157
97,0.376497913678132
98,0.3763295989295522
99,0.37439834205471534
100,0.3726312480376213
101,0.37194414444354096
102,0.37194414444354096
103,0.37194414444354096
104,0.37194414444354096
105,0.37194414444354096
106,0.37194414444354096
107,0.37194414444354096
108,0.37194414444354096
109,0.37194414444354096
110,0.37194414444354096
111,0.37194414444354096
112,0.37194414444354096
113,0.37194414444354096
114,0.37194414444354096
115,0.37194414444354096
116,0.37194414444354096
117,0.37194414444354096
118,0.37194414444354096
119,0.37194414444354096
delivered,0.445
