iter,ratio
1,0.0
2,0.55
3,0.623174603174603
4,0.5566666666666665
5,0.48066045066045077
6,0.4612847222222222
7,0.3968951121118304
8,0.37079545454545454
9,0.3502502875546354
10,0.33170902014652015
11,0.3409851640794518
12,0.33884447150072156
13,0.325762400876356
14,0.31084912034989437
15,0.3032530003871468
16,0.30520334928229664
17,0.30711016325941276
18,0.2981976340711954
19,0.28660958405241665
20,0.27506709214274994
21,0.2633413114723902
22,0.25648073458791937
23,0.2574865652213808
24,0.2577446424200971
25,0.25232985967024896
26,0.24955953690041216
27,0.24160370565677022
28,0.23446135517459044
29,0.22768424303714146
30,0.22625111279329543
31,0.22232818242204128
32,0.2213355959891984
33,0.22028503150339418
34,0.2190580306094506
35,0.21563963816038073
36,0.21238115595789814
37,0.2100871574391749
38,0.21015747488815598
39,0.20783615896815566
40,0.2035815869363254
41,0.19960071023058537
42,0.19606467728052113
43,0.19556394710928066
44,0.19379964167046151
45,0.19101881332460818
46,0.1884715383088797
47,0.18654982931328074
48,0.1884406330018394
49,0.18658463492078886
50,0.1843746423798212
51,0.1825110097685353
52,0.18071435566822036
53,0.17889413637621368
54,0.1775190228087741
55,0.17589379471147013
56,0.17431191974747942
57,0.17277989464471938
58,0.17135627245592358
59,0.17009280295759918
60,0.16869938283031605
61,0.16727172697240159
62,0.16579233592901832
63,0.16464427373852564
64,0.16348510161517965
65,0.1624453856754173
66,0.16140492674908072
67,0.1603457035012317
68,0.1590763714287672
69,0.15830951657973188
70,0.15730432543555933
71,0.1565207808037835
72,0.1554551105566154
73,0.15474444443351337
74,0.15380934029104165
75,0.15310233068154866
76,0.15228783275706612
77,0.15165775819395305
78,0.15091374704574329
79,0.1501868966785685
80,0.14922405958480872
81,0.148574639640508
82,0.1479302550244964
83,0.14717020259634803
84,0.14657221528896971
85,0.1460169711496242
86,0.1454664369462415
87,0.14479273958926686
88,0.14419971295087228
89,0.14366399205785457
90,0.14299075163192057
91,0.1424081816213989
92,0.141763377415424
93,0.14121887184609103
94,0.14066077217510514
95,0.14007807659343519
96,0.13962695726654523
97,0.13916927188436867
98,0.13863455335574143
99,0.13814998844810816
100,0.13755722135674175
101,0.13741002909381622
102,0.13741002909381622
103,0.13741002909381622
104,0.13741002909381622
105,0.13741002909381622
106,0.13741002909381622
107,0.13741002909381622
108,0.13741002909381622
109,0.13741002909381622
110,0.13741002909381622
111,0.13741002909381622
112,0.13741002909381622
113,0.13741002909381622
114,0.13741002909381622
115,0.13741002909381622
116,0.13741002909381622
117,0.13741002909381622
118,0.13741002909381622
119,0.13741002909381622
120,0.13741002909381622
121,0.13741002909381622
122,0.13741002909381622
123,0.13741002909381622
124,0.13741002909381622
125,0.13741002909381622
126,0.13741002909381622
127,0.13741002909381622
128,0.13741002909381622
129,0.13741002909381622
130,0.13741002909381622
131,0.13741002909381622
132,0.13741002909381622
133,0.13741002909381622
134,0.13741002909381622
135,0.13741002909381622
136,0.13741002909381622
137,0.13741002909381622
138,0.13741002909381622
139,0.13741002909381622
140,0.13741002909381622
141,0.13741002909381622
142,0.13741002909381622
143,0.13741002909381622
144,0.13741002909381622
145,0.13741002909381622
146,0.13741002909381622
147,0.13741002909381622
148,0.13741002909381622
149,0.13741002909381622
150,0.13741002909381622
151,0.13741002909381622
152,0.13741002909381622
153,0.13741002909381622
154,0.13741002909381622
155,0.13741002909381622
156,0.13741002909381622
157,0.13741002909381622
158,0.13741002909381622
159,0.13741002909381622
160,0.13741002909381622
161,0.13741002909381622
162,0.13741002909381622
163,0.13741002909381622
164,0.13741002909381622
165,0.13741002909381622
166,0.13741002909381622
167,0.13741002909381622
delivered,0.1525
